"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL494979";"";"0";"437.38";"0";"4.34";"10f";"COc1ccc2c(OCc3nnc4ccc(nn34)c5cc(F)c(F)c(F)c5)ccnc2c1";"IC50";"'='";"4";"nM";"8.4";"";"";"UO_0000065";"19.2";"0.36";"4.06";"11.28";"True";"CHEMBL953205";"Inhibition of c-Met by HTRF assay";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150286";"1";"Scientific Literature";"J. Med. Chem.";"2008";""
"CHEMBL1098176";"";"0";"530.3";"2";"6.03";"16";"Nc1cc(Oc2ccc(Nc3ncc(Br)cc3C(=O)Nc4ccc(F)cc4F)cc2F)ccn1";"IC50";"'='";"13";"nM";"7.89";"";"";"UO_0000065";"14.87";"0.32";"1.86";"7.72";"False";"CHEMBL1120752";"Inhibition of GST-tagged human recombinant c-met N terminal domain expressed in Hi5 insect cells after 60 mins by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1158562";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";""
"CHEMBL1171941";"";"0";"438.92";"0";"3.52";"24";"Cl.CC(=O)N1CCC(CC1)n2cc(cn2)c3cnc(N)c(c3)c4oc5ccccc5n4";"IC50";"'='";"3";"nM";"8.52";"";"";"UO_0000065";"21.18";"0.39";"5";"8.27";"False";"CHEMBL1175153";"Inhibition of recombinant c-MET by HTRF assay";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1177783";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";""
"CHEMBL1170926";"";"0";"452.95";"0";"3.91";"25";"Cl.CCC(=O)N1CCC(CC1)n2cc(cn2)c3cnc(N)c(c3)c4oc5ccccc5n4";"IC50";"'='";"7";"nM";"8.15";"";"";"UO_0000065";"19.58";"0.36";"4.24";"7.91";"False";"CHEMBL1175153";"Inhibition of recombinant c-MET by HTRF assay";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1177783";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";""
"CHEMBL1171025";"";"0";"500.99";"0";"4.81";"26";"Cl.Nc1ncc(cc1c2oc3ccccc3n2)c4cnn(c4)C5CCN(CC5)C(=O)c6ccccc6";"IC50";"'='";"140";"nM";"6.85";"";"";"UO_0000065";"14.75";"0.27";"2.04";"6.65";"False";"CHEMBL1175153";"Inhibition of recombinant c-MET by HTRF assay";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1177783";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";""
"CHEMBL1092754";"";"0";"455.47";"0";"3.28";"9k";"Cn1cc(\C=C\2/Oc3cccc(O)c3C2=O)c4c(ccnc14)c5ccc(cc5)C(=O)NCCO";"IC50";"'='";"50000";"nM";"4.3";"";"";"UO_0000065";"9.44";"0.17";"1.02";"3.78";"False";"CHEMBL1110589";"Inhibition of cMet";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156283";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";""
"CHEMBL577369";"";"0";"520.49";"2";"5.8";"16";"COc1cc2nccc(Oc3ccc(NC(=O)N4CCN(C4=O)c5ccccc5F)cc3F)c2cc1OC";"IC50";"'='";"370";"nM";"6.43";"";"";"UO_0000065";"12.36";"0.23";"0.63";"6.9";"False";"CHEMBL1040332";"Inhibition of TPR-Met assessed as autophosphorylation";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154652";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";""
"CHEMBL574230";"";"0";"485.5";"0";"4.91";"26";"COc1cc2nccc(Oc3ccc(NC(=O)N4CCN(C4=O)c5ccccc5)cn3)c2cc1OC";"IC50";"'='";"5000";"nM";"5.3";"";"";"UO_0000065";"10.92";"0.2";"0.39";"5";"False";"CHEMBL1040332";"Inhibition of TPR-Met assessed as autophosphorylation";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154652";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";""
"CHEMBL575566";"";"0";"478.98";"0";"3.73";"Table 2, R7C1";"Cl.Nc1ncc(nc1Oc2ccc3cc[nH]c3c2)c4ccc(cc4)C(=O)NCC5CCNCC5";"IC50";"'='";"3330";"nM";"5.48";"";"";"UO_0000065";"12.38";"0.23";"1.75";"4.64";"False";"CHEMBL1052143";"Inhibition of recombinant MET by [gamma-33P]ATP based assay";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154188";"1";"Scientific Literature";"J. Med. Chem.";"2009";""
"CHEMBL573768";"";"0";"503.49";"2";"5.05";"14";"COc1cc2nccc(Oc3ccc(NC(=O)N4CCN(C4=O)c5ccccn5)cc3F)c2cc1OC";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL1040332";"Inhibition of TPR-Met assessed as autophosphorylation";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154652";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";""
"CHEMBL582927";"";"0";"585.64";"2";"6.03";"28";"COc1cc2c(Oc3ccc(NC(=O)N4CCN(C4=O)c5ccccc5)cc3F)ccnc2cc1OCC6CCNCC6";"IC50";"'='";"40";"nM";"7.4";"";"";"UO_0000065";"12.63";"0.23";"1.37";"7.03";"False";"CHEMBL1040330";"Inhibition of GST-tagged c-Met expressed in Sf9 cells";"B";"BAO_0000219";"cell-based format";"";"";"";"Sf9";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154652";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3308860"
"CHEMBL573974";"";"0";"484.51";"1";"5.52";"22";"COc1cc2nccc(Oc3ccc(NC(=O)N4CCN(C4=O)c5ccccc5)cc3)c2cc1OC";"IC50";"'='";"50";"nM";"7.3";"";"";"UO_0000065";"15.07";"0.28";"1.78";"7.83";"False";"CHEMBL1040330";"Inhibition of GST-tagged c-Met expressed in Sf9 cells";"B";"BAO_0000219";"cell-based format";"";"";"";"Sf9";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154652";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3308860"
"CHEMBL575698";"";"0";"532.53";"2";"5.67";"15";"COc1ccccc1N2CCN(C(=O)Nc3ccc(Oc4ccnc5cc(OC)c(OC)cc45)c(F)c3)C2=O";"IC50";"'='";"150";"nM";"6.82";"";"";"UO_0000065";"12.81";"0.24";"1.15";"6.66";"False";"CHEMBL1040332";"Inhibition of TPR-Met assessed as autophosphorylation";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154652";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";""
"CHEMBL575698";"";"0";"532.53";"2";"5.67";"15";"COc1ccccc1N2CCN(C(=O)Nc3ccc(Oc4ccnc5cc(OC)c(OC)cc45)c(F)c3)C2=O";"IC50";"'='";"50";"nM";"7.3";"";"";"UO_0000065";"13.71";"0.26";"1.63";"7.13";"False";"CHEMBL1040330";"Inhibition of GST-tagged c-Met expressed in Sf9 cells";"B";"BAO_0000219";"cell-based format";"";"";"";"Sf9";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154652";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"CHEMBL3308860"
"CHEMBL566083";"";"0";"464.96";"0";"3.48";"Table 2, R4C1";"Cl.Nc1ncc(nc1Oc2ccc3cc[nH]c3c2)c4ccc(cc4)C(=O)NC5CCNCC5";"IC50";"'='";"5520";"nM";"5.26";"";"";"UO_0000065";"12.27";"0.22";"1.78";"4.46";"False";"CHEMBL1052143";"Inhibition of recombinant MET by [gamma-33P]ATP based assay";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154188";"1";"Scientific Literature";"J. Med. Chem.";"2009";""
"CHEMBL573761";"";"0";"502.5";"2";"5.66";"10";"COc1cc2nccc(Oc3ccc(NC(=O)N4CCN(C4=O)c5ccccc5)cc3F)c2cc1OC";"IC50";"'='";"90";"nM";"7.05";"";"";"UO_0000065";"14.02";"0.26";"1.39";"7.56";"False";"CHEMBL1040332";"Inhibition of TPR-Met assessed as autophosphorylation";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154652";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";""
"CHEMBL551458";"";"0";"475.53";"0";"2.62";"37";"CN1CCN(CC1)c2ccc(cn2)c3cnc4ccn(c4c3)S(=O)(=O)c5cccc6nonc56";"IC50";"'='";"15";"nM";"7.82";"";"";"UO_0000065";"16.45";"0.31";"5.2";"7.1";"True";"CHEMBL1062250";"Inhibition of human recombinant His-tagged c-Met by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152913";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";""
"CHEMBL561864";"";"0";"387.42";"0";"1.59";"35";"[O-][N+](=O)c1ccccc1S(=O)(=O)n2ccc3ncc(cc23)N4CCNCC4";"IC50";"'='";"20";"nM";"7.7";"";"";"UO_0000065";"19.87";"0.39";"6.11";"6.98";"True";"CHEMBL1062250";"Inhibition of human recombinant His-tagged c-Met by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152913";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";""
"CHEMBL370808";"";"0";"434.45";"0";"4.14";"18a";"COc1ccc(cc1c2[nH]nc3nc(Nc4ccc(F)cc4F)ncc23)C#CC(C)(C)N";"IC50";"'='";"1500";"nM";"5.82";"";"";"UO_0000065";"13.41";"0.25";"1.68";"5.72";"False";"CHEMBL863467";"Inhibitory activity against c-Met";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147752";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";""
"CHEMBL566003";"";"0";"529.55";"2";"5.16";"8";"Cn1cnc(c1)C(=O)c2cc3nccc(Oc4ccc(NC(=O)CC(=O)Nc5ccccc5)cc4F)c3s2";"IC50";"'='";"25";"nM";"7.6";"";"";"UO_0000065";"14.36";"0.27";"2.44";"6.6";"False";"CHEMBL1050655";"Inhibition of GST-fused recombinant C-met expressed in baculovirus infected high five cells after 30 mins by DELFIA assay";"B";"BAO_0000219";"cell-based format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156747";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";""
"CHEMBL565807";"";"0";"541.61";"2";"6.47";"21";"CCn1cnc(c1)c2cc3nccc(Oc4ccc(NC(=O)C5(CC5)C(=O)Nc6ccccc6)cc4F)c3s2";"IC50";"'='";"24";"nM";"7.62";"";"";"UO_0000065";"14.07";"0.27";"1.15";"7.76";"False";"CHEMBL1050655";"Inhibition of GST-fused recombinant C-met expressed in baculovirus infected high five cells after 30 mins by DELFIA assay";"B";"BAO_0000219";"cell-based format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156747";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";""
"CHEMBL462232";"";"0";"528.57";"2";"6.1";"1";"Cn1cnc(c1)c2cc3nccc(Oc4ccc(NC(=O)N5CCN(C5=O)c6ccccc6)cc4F)c3s2";"IC50";"'='";"20";"nM";"7.7";"";"";"UO_0000065";"14.57";"0.28";"1.6";"8.32";"False";"CHEMBL1103915";"Inhibition of c-Met";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157925";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";""
"CHEMBL591924";"";"0";"585.58";"2";"7.01";"8";"COc1ccccc1NC(=O)CC(Nc2ccc(Oc3ccnc4cc(sc34)c5cn(C)cn5)c(F)c2)C(F)(F)F";"IC50";"'='";"2000";"nM";"5.7";"";"";"UO_0000065";"9.73";"0.19";"-1.31";"6.31";"False";"CHEMBL1067048";"Inhibition of c-MET in human A549 cells by wound healing assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"A549";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156855";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"CHEMBL3307651"
"CHEMBL602704";"";"0";"573.55";"2";"7.14";"9";"Cn1cnc(c1)c2cc3nccc(Oc4ccc(NC(CC(=O)Nc5ccc(F)cc5)C(F)(F)F)cc4F)c3s2";"IC50";"'='";"400";"nM";"6.4";"";"";"UO_0000065";"11.15";"0.22";"-0.74";"7.89";"False";"CHEMBL1067049";"Inhibition of c-MET in human DU145 cells by scattering assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"DU-145";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156855";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"CHEMBL3308034"
"CHEMBL602704";"";"0";"573.55";"2";"7.14";"9";"Cn1cnc(c1)c2cc3nccc(Oc4ccc(NC(CC(=O)Nc5ccc(F)cc5)C(F)(F)F)cc4F)c3s2";"IC50";"'='";"90";"nM";"7.05";"";"";"UO_0000065";"12.28";"0.24";"-0.09";"8.69";"False";"CHEMBL1067993";"Inhibition of recombinant GST-fused c-Met expressed in baculovirus infected high five cells by DELFIA";"B";"BAO_0000219";"cell-based format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156855";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";""
"CHEMBL600398";"";"0";"530.48";"2";"5.95";"11";"COc1cc2ncnc(Oc3ccc(NC(=O)CC(Nc4ccccc4)C(F)(F)F)cc3F)c2cc1OC";"IC50";"'>'";"5000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1067993";"Inhibition of recombinant GST-fused c-Met expressed in baculovirus infected high five cells by DELFIA";"B";"BAO_0000219";"cell-based format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156855";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";""
"CHEMBL567089";"";"0";"399.48";"0";"4.64";"12";"COc1ccc2c(SCc3nnc4ccc(nn34)c5ccccc5)ccnc2c1";"IC50";"'>'";"6667";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1038130";"Inhibition of c-Met by HTRF assay";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156101";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";""
"CHEMBL602703";"";"0";"555.56";"2";"7";"7";"Cn1cnc(c1)c2cc3nccc(Oc4ccc(NC(CC(=O)Nc5ccccc5)C(F)(F)F)cc4F)c3s2";"IC50";"'='";"600";"nM";"6.22";"";"";"UO_0000065";"11.2";"0.22";"-0.78";"7.67";"False";"CHEMBL1067046";"Inhibition of TPR-fused Met autophosphorylation expressed in HEK293T cells after 150 mins by ELISA";"B";"BAO_0000219";"cell-based format";"";"";"";"HEK-293T";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156855";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"CHEMBL3706569"
"CHEMBL1172957";"";"0";"375.41";"0";"0.58";"5i";"NS(=O)(=O)c1ccc(Nc2nc(nc3[nH]cnc23)N4CCOCC4)cc1";"IC50";"'='";"10000";"nM";"5";"";"";"UO_0000065";"13.32";"0.26";"4.42";"3.59";"False";"CHEMBL1177629";"Inhibition cMet";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1177660";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2010";""
"CHEMBL3357466";"";"0";"575.09";"2";"6.46";"47";"CC(C)S(=O)(=O)c1ccccc1Nc2nc(Nc3cccc(NC(=O)Cc4cc5ccccc5[nH]4)c3)ncc2Cl";"IC50";"'>'";"1000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3364271";"Inhibition of c-Met kinase (unknown origin) after 60 mins by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351234";"1";"Scientific Literature";"J. Med. Chem.";"2015";""
"CHEMBL2170959";"";"0";"335.34";"0";"2.92";"15";"COc1ccc(Cc2nnc3ncc(nn23)c4ccc(F)cc4)cc1";"IC50";"'='";"113";"nM";"6.95";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2175489";"Antagonist activity at c-MET receptor in human A549 cells assessed as inhibition of autophosphorylation after 1 hr by ELISA";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"A549";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2169886";"1";"Scientific Literature";"J. Med. Chem.";"2012";"CHEMBL3307651"
"CHEMBL3685753";"";"0";"348.41";"0";"3.55";"BDBM124887";"CC1=NC2=C(C(C1[N+]#[C-])c3ccc4n[nH]c(C)c4c3)C(=O)OCC2(C)C";"IC50";"'='";"28";"nM";"7.55";"";"254174";"UO_0000065";"21.68";"0.4";"4";"10.53";"False";"CHEMBL3705223";"Homogeneous Time-Resolved Fluorescence Assay: For the assay, 50 mL of a 100-fold concentrated solution of the test compound in DMSO is pipetted into a black low-volume 384-well microtiter plate (Greiner Bio-One, Frickenhausen, Germany). 2 uL of a solution of c-Met in assay buffer [25 mM Hepes/NaOH, pH 7.5; 5 mM MgCl2; 5 mM MnCl2; 2 mM dithiothreitol; 0.1% (v/v) Tween 20 (Sigma); 0.1% (w/v) bovine serum albumin] are added, and the mixture is incubated for 15 min at 22 C. to allow pre-binding of the test compound to the enzyme before the start of the kinase reaction. Then, the kinase reaction is started by the addition of 3 uL of a solution of adenosine triphosphate (ATP, 16.7 uM; final concentration in the 5 uL assay volume is 10 uM) and substrate (2.27 ug/mL, final concentration in the 5 uL assay volume is 1.36 ug/mL 30 nM) in assay buffer, and the resulting mixture is incubated for a reaction time of 30 min at 22 C.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638484";"37";"BindingDB Database";"";"2014";""
"CHEMBL2170947";"";"0";"425.5";"0";"2.78";"38";"C(Cn1cc(cn1)c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)N6CCCC6";"IC50";"'='";"16";"nM";"7.8";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2175489";"Antagonist activity at c-MET receptor in human A549 cells assessed as inhibition of autophosphorylation after 1 hr by ELISA";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"A549";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2169886";"1";"Scientific Literature";"J. Med. Chem.";"2012";"CHEMBL3307651"
"CHEMBL3685755";"";"0";"360.3";"0";"3.28";"BDBM124889";"Cc1[nH]nc2ccc(cc12)C3C4C(=O)OCC4=NC(=C3[N+]#[C-])C(F)(F)F";"IC50";"'='";"7";"nM";"8.15";"";"254176";"UO_0000065";"22.63";"0.43";"4.87";"11.37";"False";"CHEMBL3705223";"Homogeneous Time-Resolved Fluorescence Assay: For the assay, 50 mL of a 100-fold concentrated solution of the test compound in DMSO is pipetted into a black low-volume 384-well microtiter plate (Greiner Bio-One, Frickenhausen, Germany). 2 uL of a solution of c-Met in assay buffer [25 mM Hepes/NaOH, pH 7.5; 5 mM MgCl2; 5 mM MnCl2; 2 mM dithiothreitol; 0.1% (v/v) Tween 20 (Sigma); 0.1% (w/v) bovine serum albumin] are added, and the mixture is incubated for 15 min at 22 C. to allow pre-binding of the test compound to the enzyme before the start of the kinase reaction. Then, the kinase reaction is started by the addition of 3 uL of a solution of adenosine triphosphate (ATP, 16.7 uM; final concentration in the 5 uL assay volume is 10 uM) and substrate (2.27 ug/mL, final concentration in the 5 uL assay volume is 1.36 ug/mL 30 nM) in assay buffer, and the resulting mixture is incubated for a reaction time of 30 min at 22 C.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638484";"37";"BindingDB Database";"";"2014";""
"CHEMBL3660144";"";"0";"296.72";"0";"2.47";"BDBM108119";"Clc1ncc2nnn(Cc3ccc4ncccc4c3)c2n1";"IC50";"'='";"167";"nM";"6.78";"";"228301";"UO_0000065";"22.84";"0.44";"4.31";"9.77";"False";"CHEMBL3705554";"Biological Assay: The compounds of the instant invention described in the Examples were screened for their ability to inhibit c-Met kinase activity using a standard c-Met kinase screening services (J. Biomol. Screen. 2006, 11, 48-56) provided by Reaction Biology Corporation (One Great Valley Parkway, Suite 8, Malvern, Pa. 19355, USA).";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639076";"37";"BindingDB Database";"";"2013";""
"CHEMBL2170954";"";"0";"305.35";"0";"2.25";"45";"CCNc1cnc2nnn(Cc3ccc4ncccc4c3)c2n1";"IC50";"'='";"5";"nM";"8.3";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2175489";"Antagonist activity at c-MET receptor in human A549 cells assessed as inhibition of autophosphorylation after 1 hr by ELISA";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"A549";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2169886";"1";"Scientific Literature";"J. Med. Chem.";"2012";"CHEMBL3307651"
"CHEMBL2170952";"";"0";"276.3";"0";"2.13";"43";"Cc1cnc2nnn(Cc3ccc4ncccc4c3)c2n1";"IC50";"'='";"82";"nM";"7.09";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2175489";"Antagonist activity at c-MET receptor in human A549 cells assessed as inhibition of autophosphorylation after 1 hr by ELISA";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"A549";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2169886";"1";"Scientific Literature";"J. Med. Chem.";"2012";"CHEMBL3307651"
"CHEMBL2170812";"";"0";"323.31";"0";"3.21";"26";"Fc1ccc(Cn2nnc3ncc(nc23)c4ccc(F)cc4)cc1";"IC50";"'='";"10000";"nM";"5";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2175489";"Antagonist activity at c-MET receptor in human A549 cells assessed as inhibition of autophosphorylation after 1 hr by ELISA";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"A549";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2169886";"1";"Scientific Literature";"J. Med. Chem.";"2012";"CHEMBL3307651"
"CHEMBL2206666";"";"0";"398.34";"0";"4.79";"6b";"FC(F)(F)c1cccc(c1)C(=O)Nc2cccc(Oc3ccc4nccn4n3)c2";"IC50";"'>'";"10000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2215702";"Inhibition of c-Met by AlphaScreen analysis";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2203095";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2012";""
"CHEMBL2152253";"";"0";"449.9";"0";"2.99";"32";"CNC(=O)c1nc(cnc1N)c2ccc(Cl)c(c2)S(=O)(=O)Nc3cccc(F)c3C";"IC50";"'>'";"3600";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2156893";"Inhibition of c-Met";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3717";"Hepatocyte growth factor receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2150966";"1";"Scientific Literature";"J. Med. Chem.";"2012";""
